[7.73, 8.0, 7.73, -7.73, -8.0, -7.73] [-2.07, 0.0, 2.07, 2.07, -0.0, -2.07]
[7.73, 8.0, 7.73, -7.73, -8.0, -7.73] [-2.07, 0.0, 2.07, 2.07, -0.0, -2.07]
[7.73, 8.0, 7.73, -7.73, -8.0, -7.73] [-2.07, 0.0, 2.07, 2.07, -0.0, -2.07]
[7.73, 8.0, 7.73, -7.73, -8.0, -7.73] [-2.07, 0.0, 2.07, 2.07, -0.0, -2.07]
[7.73, 8.0, 7.73, -7.73, -8.0, -7.73] [-2.07, 0.0, 2.07, 2.07, -0.0, -2.07]
[7.73, 8.0, 7.73, -7.73, -8.0, -7.73] [-2.07, 0.0, 2.07, 2.07, -0.0, -2.07]
[7.73, 8.0, 7.73, -7.73, -8.0, -7.73] [-2.07, 0.0, 2.07, 2.07, -0.0, -2.07]
[7.73, 8.0, 7.73, -7.73, -8.0, -7.73] [-2.07, 0.0, 2.07, 2.07, -0.0, -2.07]
[7.73, 8.0, 7.73, -7.73, -8.0, -7.73] [-2.07, 0.0, 2.07, 2.07, -0.0, -2.07]
[7.73, 8.0, 7.73, -7.73, -8.0, -7.73] [-2.07, 0.0, 2.07, 2.07, -0.0, -2.07]
[7.73, 8.0, 7.73, -7.43, -7.9, -7.73] [-2.07, 0.0, 2.07, 2.07, 0.0, -2.07]
[7.34, 7.6, 7.44, -7.03, -7.4, -7.33] [-1.96, 0.0, 1.99, 2.07, 0.0, -2.07]
[6.96, 7.3, 7.06, -6.63, -6.9, -6.93] [-1.86, 0.0, 1.88, 2.06, 0.0, -2.07]
[6.48, 6.8, 6.57, -6.13, -6.4, -6.43] [-1.72, 0.0, 1.75, 2.06, 0.0, -2.06]
[6.09, 6.3, 6.09, -5.63, -5.9, -5.93] [-1.62, 0.0, 1.62, 2.06, 0.0, -2.06]
[5.71, 5.9, 5.8, -5.23, -5.5, -5.53] [-1.51, 0.0, 1.54, 2.06, 0.0, -2.06]
[5.22, 5.3, 5.32, -4.63, -5.0, -4.93] [-1.38, 0.0, 1.43, 2.06, 0.0, -2.06]
[4.84, 4.9, 4.93, -4.23, -4.4, -4.53] [-1.28, 0.0, 1.35, 2.05, 0.0, -2.05]
[4.26, 4.3, 4.36, -3.63, -4.0, -4.13] [-1.16, 0.0, 1.26, 2.05, 0.0, -2.05]
[3.77, 3.8, 3.88, -3.23, -3.4, -3.53] [-1.08, 0.0, 1.21, 2.05, 0.0, -2.05]
[3.29, 3.3, 3.41, -2.73, -2.9, -3.03] [-0.99, 0.0, 1.17, 2.05, 0.0, -2.05]
[3.01, 2.8, 3.04, -2.33, -2.4, -2.53] [-0.99, 0.0, 1.15, 2.04, 0.0, -2.05]
[2.45, 2.3, 2.48, -1.83, -2.1, -2.03] [-1.0, -0.0, 1.14, 2.04, 0.0, -2.04]
[1.99, 1.85, 2.04, -1.36, -1.74, -1.55] [-0.99, 0.0, 1.12, 2.05, -0.0, -2.05]
[1.52, 1.43, 1.6, -0.93, -1.39, -1.16] [-0.95, -0.0, 1.08, 2.11, 0.0, -2.09]
[1.4, 1.27, 1.37, -0.68, -1.16, -0.82] [-0.96, -0.0, 1.06, 2.17, 0.0, -2.16]
[1.14, 1.06, 1.11, -0.44, -0.94, -0.5] [-0.94, -0.0, 1.02, 2.25, 0.0, -2.26]
[0.97, 0.95, 0.86, -0.03, -0.78, -0.15] [-0.92, -0.0, 0.98, 2.39, 0.0, -2.37]
[0.79, 0.82, 0.67, 0.32, -0.67, 0.26] [-0.91, -0.0, 0.98, 2.45, 0.0, -2.45]
[0.61, 0.69, 0.45, 0.81, -0.56, 0.65] [-0.93, -0.0, 1.03, 2.42, 0.0, -2.44]
[0.39, 0.61, 0.27, 1.41, -0.47, 1.05] [-1.0, -0.0, 1.08, 2.38, 0.0, -2.42]
[0.19, 0.55, -0.02, 1.91, -0.42, 1.35] [-1.07, -0.0, 1.15, 2.35, 0.0, -2.4]
[-0.21, 0.5, -0.41, 2.51, -0.37, 1.95] [-1.14, -0.0, 1.16, 2.31, 0.0, -2.35]
